investor,year,weighted_score
"DAVIS CAPITAL PARTNERS, LLC",2017,25.94946173628277
MCDANIEL TERRY & CO,2013,25.945533884837065
WOODLEY FARRA MANION PORTFOLIO MANAGEMENT INC,2017,25.900405818785597
"PEDDOCK CAPITAL ADVISORS, LLC",2015,25.8901318679084
CACTI ASSET MANAGEMENT LLC,2017,25.878930219425943
NORTH AMERICAN MANAGEMENT CORP,2015,25.876159534206415
"Biondo Investment Advisors, LLC",2013,25.828308756178117
Shelter Ins Retirement Plan,2013,25.797175153662156
"TERRIL BROTHERS, INC.",2015,25.729772039016808
"STEWART WEST INDIES TRADING CO., LTD",2015,25.676669926463763
PIONEER TRUST BANK N A/OR,2015,25.674456888585606
CINCINNATI INSURANCE CO,2013,25.647834235939794
"Ramsay, Stattman, Vela & Price, Inc.",2017,25.64110078130264
STRALEM & CO INC,2013,25.633812944921896
GOLUB GROUP LLC,2015,25.61476469801204
SMITHBRIDGE ASSET MANAGEMENT INC/DE,2015,25.60970078927686
THUNDERBIRD PARTNERS LLP,2017,25.59594816479479
AKRE CAPITAL MANAGEMENT LLC,2017,25.585801889687666
"TRIAN FUND MANAGEMENT, L.P.",2013,25.560815569025902
"Cheviot Value Management, LLC",2013,25.55835170984879
AUGUSTINE ASSET MANAGEMENT INC,2015,25.55094875254335
SCHULHOFF & CO INC,2017,25.54732839584037
HALL LAURIE J TRUSTEE,2015,25.50983476278506
CACTI ASSET MANAGEMENT LLC,2013,25.50739421801177
Investec Asset Management (PTY) Ltd,2015,25.474849474256583
Shelter Mutual Insurance Co,2015,25.435590829655897
"Lyons Wealth Management, LLC.",2013,25.429872479443492
CINCINNATI INDEMNITY CO,2017,25.423365588195235
Cincinnati Specialty Underwriters Insurance CO,2017,25.421392245304364
MATRIX ASSET ADVISORS INC/NY,2013,25.418232108575452
SALEM CAPITAL MANAGEMENT INC,2017,25.403272911686567
"First Trust Bank, Ltd.",2013,25.385641472738456
LVM CAPITAL MANAGEMENT LTD/MI,2017,25.37885791820406
BENDER ROBERT & ASSOCIATES,2013,25.370784780472707
COMPTON CAPITAL MANAGEMENT INC /RI,2013,25.36662396036804
"First Pacific Advisors, LLC",2015,25.362659914558737
CAUSEWAY CAPITAL MANAGEMENT LLC,2015,25.350103253717304
"10-15 ASSOCIATES, INC.",2017,25.338710753508696
SMITH CHAS P & ASSOCIATES PA CPAS,2017,25.33714591095103
Consulta Ltd,2013,25.33219032593439
LATHROP INVESTMENT MANAGEMENT CORP,2017,25.297519840805297
Saratoga Research & Investment Management,2013,25.28551973920018
EDGAR LOMAX CO/VA,2013,25.278640156607945
GREYLIN INVESTMENT MANGEMENT INC,2013,25.267110614015685
"Night Owl Capital Management, LLC",2015,25.262656483616002
Hayek Kallen Investment Management,2017,25.25650115428868
GILLESPIE ROBINSON & GRIMM INC,2015,25.256120809096693
LYNCH & ASSOCIATES/IN,2017,25.24124312517712
"Blue Chip Partners, Inc.",2015,25.213099574245668
MONTGOMERY INVESTMENT MANAGEMENT INC,2015,25.18855019330718
"Biondo Investment Advisors, LLC",2015,25.187995063785245
Ruffer LLP,2015,25.173709638192676
"GRIFFIN ASSET MANAGEMENT, INC.",2015,25.173539412682956
NICHOLS & PRATT ADVISERS LLP /MA,2015,25.1606639009456
CINCINNATI CASUALTY CO,2013,25.156876347648694
Progressive Investment Management Corp,2017,25.129097791204156
P.R. Herzig & Co. Inc.,2017,25.122448846602165
OLD POINT TRUST & FINANCIAL SERVICES N A,2015,25.11549312329237
Edge Wealth Management LLC,2015,25.115107328320565
"MACGUIRE, CHESWICK & TUTTLE INVESTMENT COUNSEL LLC",2013,25.113191617808965
"F&V Capital Management, LLC",2017,25.087749598070122
BAR HARBOR TRUST SERVICES,2013,25.077269044569068
NOESIS CAPITAL MANGEMENT CORP,2015,25.072708294678876
QV Investors Inc.,2017,25.06694432526236
GENERATION INVESTMENT MANAGEMENT LLP,2015,25.061840678447684
WESTWOOD MANAGEMENT CORP /IL/,2015,25.025873459040316
"Mercer Capital Advisers, Inc.",2015,25.014497819355093
COHEN LAWRENCE B,2013,25.013003822231063
SAWGRASS ASSET MANAGEMENT LLC,2015,25.011139955887337
Birch Hill Investment Advisors LLC,2013,24.996999826397712
"Cornerstone Capital, Inc.",2015,24.991268484039857
Kames Capital plc,2013,24.990062181454057
Eagle Ridge Investment Management,2013,24.96221613588
"Cheviot Value Management, LLC",2015,24.962100810944808
KENSICO CAPITAL MANAGEMENT CORP,2017,24.955723690583508
CINCINNATI INDEMNITY CO,2015,24.947018406528308
KEATING INVESTMENT COUNSELORS INC,2015,24.917558347183913
"Harfst & Associates, Inc.",2015,24.8970551158772
"Stack Financial Management, Inc",2017,24.88679788995779
Family Management Corp,2015,24.877903019627535
Findlay Park Partners LLP,2017,24.87564514665159
Oldfield Partners LLP,2015,24.86946573926984
"Forester Capital Management, LTD",2015,24.86734992186734
NICHOLS & PRATT ADVISERS LLP /MA,2017,24.852762702203563
VALICENTI ADVISORY SERVICES INC,2013,24.828297703768566
WILKINSON OGRADY & CO INC /NY,2013,24.818662589769122
"Hikari Tsushin, Inc.",2013,24.816670778654373
Solus Alternative Asset Management LP,2013,24.781961234928414
Cincinnati Specialty Underwriters Insurance CO,2013,24.76709747865847
PROVIDENT TRUST CO,2015,24.765200964088564
"KLCM Advisors, Inc.",2017,24.758192939274927
"Dalal Street, LLC",2013,24.743529378858415
MARTIN CAPITAL MANAGEMENT LLC,2015,24.739370582076646
Waverton Investment Management Ltd,2017,24.719692657229785
KENSICO CAPITAL MANAGEMENT CORP,2015,24.71141710906373
"Westchester Capital Management, Inc.",2013,24.702334404292767
INVESTORS TRUST INC,2015,24.694272525067667
"Sanders Capital, LLC",2013,24.68400387446136
"Carlton Hofferkamp & Jenks Wealth Management, LLC",2013,24.682013632943907
SUSQUEHANNA TRUST & INVESTMENT CO,2013,24.68167250807962
"Altavista Wealth Management, Inc.",2013,24.672335889754127
SCHULHOFF & CO INC,2015,24.66317616198915
"Foyston, Gordon, & Payne Inc",2017,24.657917215478307
"BKD Wealth Advisors, LLC",2013,24.649698308083302
EUBEL BRADY & SUTTMAN ASSET MANAGEMENT INC,2017,24.64706168045383
"Capital Investment Counsel, Inc",2017,24.62769050216875
GRAND JEAN CAPITAL MANAGEMENT INC,2015,24.627534928105792
CINCINNATI INDEMNITY CO,2013,24.624521898489235
Town & Country Bank & Trust CO dba First Bankers Trust CO,2013,24.61748719237214
WENDELL DAVID ASSOCIATES INC,2013,24.616851637772058
"Rench Wealth Management, Inc.",2017,24.605345265550408
Kiltearn Partners LLP,2015,24.596011964359313
CINCINNATI CASUALTY CO,2017,24.591720466994737
FISHMAN JAY A LTD/MI,2017,24.582771484612742
GREYLIN INVESTMENT MANGEMENT INC,2015,24.552733064557437
"PEDDOCK CAPITAL ADVISORS, LLC",2017,24.541262043912454
"Seminole Management Co., Inc.",2013,24.50531606736474
Kiltearn Partners LLP,2017,24.47152518635453
ICC CAPITAL MANAGEMENT INC/,2013,24.46593588799425
MOGY JOEL R INVESTMENT COUNSEL INC,2017,24.445827297496173
"Centre Asset Management, LLC",2013,24.415307244991492
Five Oceans Asset Management LTD,2013,24.413133612217294
OAKMONT CORP,2013,24.41255877239819
"Keystone Financial Planning, Inc.",2017,24.405546427754132
"CapWealth Advisors, LLC",2015,24.40407131028132
EUBEL BRADY & SUTTMAN ASSET MANAGEMENT INC,2015,24.40278458091285
FRONTIER INVESTMENT MGMT CO,2013,24.39168376429147
"LATEEF INVESTMENT MANAGEMENT, L.P.",2015,24.378357728062724
BAXTER BROS INC,2013,24.37830492065706
COMPTON CAPITAL MANAGEMENT INC /RI,2015,24.35536654380195
M. Kraus & Co,2015,24.31671263962106
WAFRA INVESTMENT ADVISORY GROUP INC /NY,2013,24.285901947180527
Town & Country Bank & Trust CO dba First Bankers Trust CO,2017,24.272712162817754
MAYO INVESTMENT ADVISERS LLC,2015,24.27146752533126
"Salzman & Co., Inc.",2013,24.268658363656808
ROCKLAND TRUST CO,2013,24.26399212205834
Stockman Asset Management,2015,24.25439877250454
"ACR Alpine Capital Research, LLC",2017,24.23207169003835
Hendershot Investments Inc.,2015,24.231511903694418
PIONEER TRUST BANK N A/OR,2017,24.221319064699774
Oldfield Partners LLP,2013,24.207201971919623
MATRIX ASSET ADVISORS INC/NY,2017,24.188053202682973
HUTCHINSON CAPITAL MANAGEMENT/CA,2017,24.18051804450811
Crossvault Capital Management LLC,2015,24.169714223513033
Rare Infrastructure Ltd,2015,24.15786729391749
"MONTAG & CALDWELL, LLC",2015,24.13708193282353
"BlueSpruce Investments, LP",2017,24.13104293807328
"Minneapolis Portfolio Management Group, LLC",2017,24.129995817670963
Manchester Capital Management LLC,2015,24.105963311116586
CHESAPEAKE ASSET MANAGEMENT LLC,2017,24.05649383622454
HL FINANCIAL SERVICES LLC,2017,24.038661675986496
Hendershot Investments Inc.,2017,24.02853957231401
CALEDONIA INVESTMENTS PLC,2015,24.018259752891147
ARMSTRONG HENRY H ASSOCIATES INC,2015,24.001216579483128
TBP ADVISORS LTD,2013,23.99586232862991
PIONEER TRUST BANK N A/OR,2013,23.984419418424725
ALTFEST L J & CO INC,2015,23.982214696199915
Timber Creek Capital Management LLC,2015,23.958405662980603
"Violich Capital Management, Inc.",2015,23.95753277187455
"HOPLITE CAPITAL MANAGEMENT, L.P.",2017,23.950296132261624
MCMILLION CAPITAL MANAGEMENT INC,2015,23.939417837688193
Covington Investment Advisors Inc.,2013,23.92983500644425
Shelter Ins Profit Sharing,2013,23.91898122568884
THOMAS STORY & SON LLC,2017,23.916290595126114
MCDONALD CAPITAL INVESTORS INC/CA,2017,23.879645961150256
SPF BEHEER BV,2013,23.878289762373882
KEATING INVESTMENT COUNSELORS INC,2013,23.866903339917133
"Violich Capital Management, Inc.",2017,23.864328482472374
"DONALDSON CAPITAL MANAGEMENT, LLC",2017,23.84983586265848
Osher Van de Voorde Investment Management,2015,23.840452450722488
Broderick Brian C,2013,23.824725735413598
WALTER & KEENAN FINANCIAL CONSULTING CO /MI/ /ADV,2015,23.797243181026968
FISHMAN JAY A LTD/MI,2015,23.786699538673012
"Ramsay, Stattman, Vela & Price, Inc.",2013,23.772780560886808
"Provident Investment Management, Inc.",2015,23.769154660245462
SUMMIT CAPITAL MANAGEMENT LLC,2013,23.763981941515194
"Valiant Capital Management, L.P.",2017,23.756896130516147
HL FINANCIAL SERVICES LLC,2013,23.741380353584127
R. G. NIEDERHOFFER CAPITAL MANAGEMENT INC,2015,23.740025878138074
ROWLAND & CO INVESTMENT COUNSEL/ADV,2015,23.73899684076146
Arbiter Partners Capital Management LLC,2015,23.738049802050746
PENN DAVIS MCFARLAND INC,2013,23.732163782470426
SMITHBRIDGE ASSET MANAGEMENT INC/DE,2017,23.726273311010576
"First Pacific Advisors, LLC",2017,23.719259685081088
"Ironwood Investment Counsel, LLC",2017,23.702166328945285
SMITH CHAS P & ASSOCIATES PA CPAS,2015,23.692579367036227
Crossvault Capital Management LLC,2017,23.689669491225366
CADENCE BANK NA,2013,23.685432683746537
Odey Holdings AG,2015,23.683957005837854
WENDELL DAVID ASSOCIATES INC,2015,23.659395353097928
"EDMP, INC.",2015,23.653758091979867
"TCTC Holdings, LLC",2017,23.634954041107715
Guinness Atkinson Asset Management Inc,2015,23.628843192927242
Spears Abacus Advisors LLC,2017,23.625799094176482
"Vulcan Value Partners, LLC",2017,23.624738275412145
CI INVESTMENTS INC.,2013,23.59747450205728
"Cullen Capital Management, LLC",2015,23.590937961773665
Crystal Rock Capital Management,2015,23.57077337926083
"Asset Management Advisors, LLC",2017,23.552958333680998
Waverton Investment Management Ltd,2015,23.53302123802924
MARCATO CAPITAL MANAGEMENT LP,2015,23.522880831816444
Shelter Mutual Insurance Co,2017,23.517535663936535
"Wills Financial Group, Inc.",2015,23.504116452086862
"Mercer Capital Advisers, Inc.",2017,23.49040258582948
COHEN LAWRENCE B,2017,23.479492534595806
Timber Creek Capital Management LLC,2013,23.47948131538311
PROFESSIONAL ADVISORY SERVICES INC,2015,23.458163412458994
Gyrus Investment Management Inc.,2013,23.45047366866051
PRIVATE TRUST CO NA,2013,23.437441747917227
"Gibraltar Capital Management, Inc.",2015,23.43146589081701
"10-15 ASSOCIATES, INC.",2013,23.42879027965875
WEST COAST ASSET MANAGEMENT INC,2013,23.41473623464964
MAYO INVESTMENT ADVISERS LLC,2013,23.407092687207893
RNC CAPITAL MANAGEMENT LLC,2015,23.406032900137152
CADENCE BANK NA,2017,23.376202533030106
HALL CAPITAL MANAGEMENT CO INC,2017,23.375822906140275
PARK PRESIDIO CAPITAL LLC,2017,23.37530791871074
OLD POINT TRUST & FINANCIAL SERVICES N A,2013,23.368616887311084
SAYBROOK CAPITAL /NC,2013,23.363711102436433
"Formidable Asset Management, LLC",2017,23.348526845248223
Carmignac Gestion,2015,23.34471888029774
CORTLAND ASSOCIATES INC/MO,2017,23.342938174056616
ACADEMY CAPITAL MANAGEMENT INC/TX,2015,23.341607853218513
VAN STRUM & TOWNE INC.,2015,23.333067153178515
NATIONAL INDEPENDENT TRUST CO,2013,23.330581502138966
"Capital Investment Counsel, Inc",2013,23.324289294870763
Canal Insurance CO,2013,23.32131258503777
"Capital Investment Counsel, Inc",2015,23.307823254334366
CAPITAL COUNSEL LLC/NY,2017,23.294586668340305
"Kovitz Investment Group, LLC",2013,23.29333326926824
CINCINNATI INSURANCE CO,2017,23.290865517110177
"Cullen Capital Management, LLC",2013,23.290694871614495
CINCINNATI FINANCIAL CORP,2013,23.276918320218638
BOYAR ASSET MANAGEMENT INC.,2017,23.267942276273477
HOWARD CAPITAL MANAGEMENT,2013,23.26459497498541
"Cornerstone Investment Partners, LLC",2015,23.2490217218018
ALLEGHANY CORP /DE,2015,23.226370935247516
Shelter Mutual Insurance Co,2013,23.217370307809933
Monarch Alternative Capital LP,2013,23.20091016363455
M. Kraus & Co,2017,23.197305435421068
"Nepsis Capital Management, Inc.",2015,23.19536542468759
"Ramsay, Stattman, Vela & Price, Inc.",2015,23.18518733493375
SECTOR GAMMA AS,2017,23.17700320783412
MARSHALL & SULLIVAN INC /WA/,2013,23.173080274076565
"10-15 ASSOCIATES, INC.",2015,23.169189793371515
Brookmont Capital Management,2017,23.168948017253136
STRALEM & CO INC,2015,23.166685660600965
WINDWARD CAPITAL MANAGEMENT CO /CA,2013,23.147978313492203
"CYRUS CAPITAL PARTNERS, L.P.",2017,23.141195941201474
"MONTAG & CALDWELL, LLC",2013,23.1373467024773
"Hillhouse Capital Management, Ltd.",2013,23.13500452976134
APPLETON PARTNERS INC/MA,2013,23.127499603695224
"Grantham, Mayo, Van Otterloo & Co. LLC",2015,23.103420383821152
SYMONS CAPITAL MANAGEMENT INC,2013,23.100999126283657
CULLINAN ASSOCIATES INC,2017,23.09465129564636
Soroban Capital Partners LLC,2013,23.093025884912706
"Palisades Investment Partners, LLC",2013,23.082440635987105
MITCHELL SINKLER & STARR/PA,2013,23.08085835608284
Iowa State Bank,2017,23.08072920233301
FIDUCIARY ASSET MANAGEMENT CO,2013,23.07892751730751
LAU ASSOCIATES LLC,2015,23.077830329881262
Paragon Capital Management LLC,2015,23.05829097719975
Arizona State Retirement System,2013,23.039445349556154
"KNIGHTSBRIDGE ASSET MANAGEMENT, LLC",2017,23.03339730246421
AMBS INVESTMENT COUNSEL LLC,2013,23.0240045048958
"Ensemble Capital Management, LLC",2013,23.022689290287826
DELTA ASSET MANAGEMENT LLC/TN,2015,23.01806054841119
VALICENTI ADVISORY SERVICES INC,2015,23.016442973296343
MOGY JOEL R INVESTMENT COUNSEL INC,2013,23.01107841159098
Troy Asset Management Ltd,2015,22.977141462842095
Princeton Portfolio Strategies Group LLC,2013,22.967326218736343
ATLANTIC INVESTMENT MANAGEMENT INC,2015,22.942322116686505
CORTLAND ADVISERS LLC,2017,22.941402135102095
"Samsung Asset Management (New York), Inc.",2015,22.93345781788255
Birch Hill Investment Advisors LLC,2015,22.922552697062653
"ACCURATE INVESTMENT SOLUTIONS, INC.",2017,22.90156249004678
HOWARD CAPITAL MANAGEMENT,2015,22.89914032814185
MARSHFIELD ASSOCIATES,2015,22.89743115009144
TESUJI PARTNERS LLC,2013,22.886772040674032
MUHLENKAMP & CO INC,2013,22.862594257414678
LODESTAR INVESTMENT COUNSEL LLC/IL,2013,22.8604246017381
LAU ASSOCIATES LLC,2017,22.85497111017924
FIRST NATIONAL BANK SIOUX FALLS,2017,22.830464405381992
JAMISON EATON & WOOD INC /NJ,2013,22.812680004980137
HUDSON VALLEY INVESTMENT ADVISORS INC /ADV,2013,22.81238563584494
"DAVIS CAPITAL PARTNERS, LLC",2015,22.809505003883842
BONNESS ENTERPRISES INC,2015,22.80488065567989
TDAM USA INC.,2013,22.79962454410744
"REIK & CO., LLC",2013,22.798951354466983
"Capital Wealth Planning, LLC",2017,22.788304484290038
"Cornerstone Investment Partners, LLC",2013,22.786658911933937
"HAMEL ASSOCIATES, INC.",2017,22.786023929526706
GREENLIGHT CAPITAL INC,2017,22.78481793152852
"Marble Harbor Investment Counsel, LLC",2015,22.76821379252201
"Jolley Asset Management, LLC",2015,22.75935322045538
"Wallington Asset Management, LLC",2013,22.742870642102073
Veritas Investment Management (UK) Ltd,2015,22.7406549966696
SUMMIT CAPITAL MANAGEMENT LLC,2015,22.72437365359294
RIT CAPITAL PARTNERS PLC,2013,22.714077927206176
Mountain Lake Investment Management LLC,2015,22.705004020353247
"Cheviot Value Management, LLC",2017,22.684087932968545
"FAGAN ASSOCIATES, INC.",2015,22.66533598382165
SAWGRASS ASSET MANAGEMENT LLC,2017,22.6538564715989
Zenit Asset Management AB,2013,22.648049798037814
"Capital Investment Services of America, Inc.",2015,22.642389116275528
"Samsung Life Investment (America), Ltd.",2013,22.637271053500825
ATWOOD & PALMER INC,2013,22.624785787745797
Family Management Corp,2013,22.619425131027082
"Martin Investment Management, LLC",2017,22.609205357650836
LEDERER & ASSOCIATES INVESTMENT COUNSEL/CA,2017,22.60692943451252
PETERSEN FLYNN & DINSMORE INC,2013,22.585280016777098
Swedbank,2017,22.583141748342324
Holowesko Partners Ltd.,2013,22.573256742851008
"MACGUIRE, CHESWICK & TUTTLE INVESTMENT COUNSEL LLC",2017,22.560971605472325
"Keystone Financial Planning, Inc.",2015,22.56039604830616
"Altavista Wealth Management, Inc.",2015,22.552660990406956
PIEDMONT INVESTMENT ADVISORS LLC,2013,22.55158214953206
"American Investment Services, Inc.",2017,22.549752300924595
TWEEDY BROWNE CO LLC//,2013,22.53221718304516
GREENWOOD GEARHART INC,2013,22.52596766125291
"Knowledge Leaders Capital, LLC",2017,22.521917605535737
"Petrus Trust Company, LTA",2013,22.500525753823066
"M Holdings Securities, Inc.",2015,22.499458432172272
"CapWealth Advisors, LLC",2013,22.481670432614504
ALTA CAPITAL MANAGEMENT LLC/,2017,22.479839806863787
COHEN LAWRENCE B,2015,22.47823879618182
CORTLAND ADVISERS LLC,2013,22.45641069490131
PARTHENON LLC,2013,22.444770945299865
CAPITAL CITY TRUST CO/FL,2015,22.441880017610618
KITZINGER LAUTMANN CAPITAL MANAGEMENT INC,2015,22.43870748719491
"InterOcean Capital, LLC",2013,22.414270227641904
CAPITAL COUNSEL LLC/NY,2013,22.408403503843026
BILL & MELINDA GATES FOUNDATION TRUST,2017,22.403168452249083
"Palisade Asset Management, LLC",2017,22.397945060223606
ACADIA TRUST NA,2015,22.37661868206919
ABNER HERRMAN & BROCK LLC,2015,22.376264704202825
"TAURUS ASSET MANAGEMENT, LLC",2017,22.37098355592299
"Boulegeris Investments, Inc.",2015,22.37051586825953
ADELL HARRIMAN & CARPENTER INC,2013,22.36994754069222
CEDAR ROCK CAPITAL LTD,2013,22.36593241030203
"Ipswich Investment Management Co., Inc.",2017,22.360783387541883
GARCIA HAMILTON & ASSOCIATES LP/DE,2015,22.35284497069546
Timber Creek Capital Management LLC,2017,22.342652478032768
MAYO INVESTMENT ADVISERS LLC,2017,22.34227337935034
"Karamaan Group, LLC",2015,22.32809332552836
AVENIR CORP,2017,22.31762760461301
"Night Owl Capital Management, LLC",2017,22.31531006109639
WESTERN ASSET MANAGEMENT CO,2013,22.314229394830495
"Charter Oak Partners Management, L.P.",2013,22.309782790159243
MONTGOMERY INVESTMENT MANAGEMENT INC,2017,22.308558638069805
TREES INVESTMENT COUNSEL LLC,2013,22.304869120521676
Algebris Investments (UK) LLP,2013,22.299772056134916
AR ASSET MANAGEMENT INC,2017,22.288151061659356
"BRIGHT ROCK CAPITAL MANAGEMENT, LLC",2013,22.28655682926313
"Sessa Capital IM, L.P.",2017,22.279068751808556
"Capital Returns Management, LLC",2015,22.272918979233175
SEMPER AUGUSTUS INVESTMENTS GROUP LLC,2013,22.26935118643168
"Colonial Asset Management, Inc.",2013,22.24247577490685
Osher Van de Voorde Investment Management,2013,22.24213880475819
BOSTON FINANCIAL MANGEMENT INC /MA,2013,22.234440122478354
FLOSSBACH VON STORCH AG,2017,22.202147592248345
Grisanti Capital Management LLC,2013,22.1941179063145
"DONALDSON CAPITAL MANAGEMENT, LLC",2015,22.174504368846417
Shanda Payment Holdings Ltd.,2015,22.161616439243716
"Sanibel Captiva Investment Advisers, Inc.",2013,22.134724152475055
"CapWealth Advisors, LLC",2017,22.12907757593252
"REIK & CO., LLC",2015,22.127682676452846
Canal Insurance CO,2017,22.1263387860366
SKBA CAPITAL MANAGEMENT LLC,2015,22.1249175866795
SECTOR GAMMA AS,2015,22.11622751021008
"American Investment Services, Inc.",2015,22.115517674172914
Carmignac Gestion,2013,22.11253318715819
BEDRIJFSTAKPENSIOENFONDS VOOR DE MEDIA PNO,2015,22.11010685147935
